,SPECOBJID,RA,DEC
12838,b'   3721184212351557632',183.20468,54.458108
12839,b'   3721185036985278464',183.12819,54.367501
12840,b'   3721189984787603456',184.28904,55.573523
12841,b'   3721201254781788160',184.77048,55.633209
12842,b'   3721211975020158976',185.19348,55.816763
12843,b'   3721217197700390912',184.80201,54.880174
12844,b'   3721233965252714496',185.55162,55.188169
12845,b'   3721237263787597824',186.25155,54.938373
12846,b'   3721251007682945024',186.89755,54.886611
12847,b'   3722236994349277184',183.72315,-1.1986048
12848,b'   3722279325546946560',182.64186,-0.0103847
12849,b'   3722290320663224320',182.59228,-0.18711569
12850,b'   3722310661628338176',181.9444,-0.57193083
12851,b'   3722326879424847872',182.67087,1.3220897
12852,b'   3722340623320195072',183.25541,0.8012787
12853,b'   3722345846000427008',182.57467,0.20891105
12854,b'   3722362338674843648',183.60488,0.39998229
12855,b'   3722395598901583872',184.20244,0.97435391
12856,b'   3723356297991659520',201.01283,-1.0543032
12857,b'   3723359871404449792',201.2075,-0.50066453
12858,b'   3723407700160258048',200.13189,-1.4608632
12859,b'   3723408799671885824',199.81141,-1.25193
12860,b'   3723441510142812160',199.50818,1.1888005
12861,b'   3723454704282345472',199.74172,0.8117375
12862,b'   3723491537921875968',200.68901,0.26981322
12863,b'   3723524248392802304',201.5804,0.31717231
12864,b'   3724479173385887744',232.51361,5.9738901
12865,b'   3724515182391697408',231.47496,6.1532681
12866,b'   3724529201164951552',231.24415,6.3628642
12867,b'   3724553115542855680',230.7217,6.515997
12868,b'   3724567684071923712',231.20231,7.7828778
12869,b'   3724573181630062592',230.49872,7.4801443
12870,b'   3724575380653318144',230.69664,7.0091222
12871,b'   3724582252600991744',230.9948,7.1239387
12872,b'   3724597920641687552',231.40511,7.0556671
12873,b'   3724602868444012544',231.79254,7.8550734
12874,b'   3724603418199826432',232.03598,8.2451263
12875,b'   3724617711850987520',232.44352,6.8735364
12876,b'   3724627332577730560',232.61546,7.515649
12877,b'   3726743067827478528',210.33236,17.316494
12878,b'   3726745816606547968',210.52501,17.743837
12879,b'   3726774953664684032',209.44286,17.70991
12880,b'   3726776877810032640',209.30086,18.188918
12881,b'   3726797218775146496',208.9329,17.469493
12882,b'   3726808488769331200',208.6734,17.510459
12883,b'   3726837076071653376',209.00058,19.058163
12884,b'   3726842023873978368',209.59726,19.486451
12885,b'   3726843673141420032',209.45326,19.432376
12886,b'   3726858241670488064',209.62673,18.421852
12887,b'   3726858516548395008',209.56812,18.289535
12888,b'   3726860165815836672',209.46349,18.46844
12889,b'   3726873634833276928',210.03349,19.630567
12890,b'   3726885729461182464',210.38431,19.416092
12891,b'   3726886004339089408',210.35285,19.362543
12892,b'   3726893426042576896',210.92328,18.225701
12893,b'   3727873366183485440',216.64731,35.162935
12894,b'   3727894531782320128',215.68647,35.358361
12895,b'   3727895906171854848',215.61181,35.58559
12896,b'   3727908825433481216',215.12851,35.265486
12897,b'   3727995961729982464',216.33542,35.755891
12898,b'   3728005857334632448',216.48428,36.290911
12899,b'   3728012179526492160',216.61284,36.45673
12900,b'   3728014378549747712',216.99691,36.252729
12901,b'   3728983598485839872',215.25998,44.98642
12902,b'   3728994593602117632',214.77184,45.057083
12903,b'   3729082829410246656',213.13997,46.906503
12904,b'   3729100971352104960',213.51389,46.269604
12905,b'   3729103170375360512',214.44828,47.294054
12906,b'   3729120212805591040',215.07171,46.604069
12907,b'   3729135056212566016',215.1407,47.425402
12908,b'   3729137530113728512',215.01238,47.49188
12909,b'   3729154297666052096',216.09235,45.967472
12910,b'   3730122967913439232',215.53491,7.7996538
12911,b'   3730152929605296128',214.74675,8.2696469
12912,b'   3730196910070407168',214.3131,9.6383113
12913,b'   3730203232262266880',214.06368,8.8164757
12914,b'   3730218350547148800',214.96145,9.73928
12915,b'   3730224947616915456',214.80485,8.7625661
12916,b'   3730234018587844608',215.0597,8.7118122
12917,b'   3730239791023890432',215.19412,9.3324478
12918,b'   3730247487605284864',215.63088,8.7955122
12919,b'   3730251885651795968',215.35045,9.6128214
12920,b'   3730263430523887616',215.84995,9.5354794
12921,b'   3730266454180864000',216.23229,8.9357006
12922,b'   3731235123438395392',225.66187,-0.58847294
12923,b'   3731251616112812032',224.78139,-1.2802943
12924,b'   3731268658543042560',224.40398,-0.23438439
12925,b'   3731269758054670336',224.5764,-0.64149236
12926,b'   3731301369013968896',223.20968,-0.36151416
12927,b'   3731359368252334080',224.4237,0.32091448
12928,b'   3731361842153496576',224.50641,0.56837065
12929,b'   3731405822618607616',225.4761,0.62657575
12930,b'   3732359098730127360',224.79128,32.263905
12931,b'   3732368169701056512',225.3203,32.626694
12932,b'   3732383013108031488',224.0317,32.439439
12933,b'   3732394283102216192',223.84456,32.081844
12934,b'   3732468225259184128',222.93497,33.460155
12935,b'   3732469324770811904',223.54649,34.499575
12936,b'   3732476746474299392',223.24395,33.78661
12937,b'   3732488016468484096',223.58156,33.781688
12938,b'   3732498186951041024',224.16445,33.572508
12939,b'   3732510281578946560',224.70239,33.739129
12940,b'   3732518253038247936',225.16008,33.672191
12941,b'   3734612547240828928',142.54508,19.460707
12942,b'   3734637011374546944',141.84703,19.077597
12943,b'   3734650205514080256',141.94385,20.035347
12944,b'   3734684015496634368',140.78565,20.056302
12945,b'   3734695560368726016',140.46934,19.930108
12946,b'   3734716725967560704',140.93509,20.957067
12947,b'   3734725796938489856',141.32888,20.816579
12948,b'   3734734043275698176',141.81784,21.120345
12949,b'   3734757682775695360',142.12587,21.508716
12950,b'   3734782971543134208',143.24711,20.262692
12951,b'   3735759888345833472',202.97783,52.844716
12952,b'   3735782428334202880',202.51795,53.070834
12953,b'   3735788200770248704',202.07851,53.616841
12954,b'   3735788750526062592',202.27266,53.494151
12955,b'   3735799470764433408',201.97356,53.508646
12956,b'   3735805243200479232',201.92244,52.620034
12957,b'   3735826683677220864',201.84639,54.830231
12958,b'   3735835754648150016',202.0257,55.0755
12959,b'   3735858844392333312',203.15374,55.0768
12960,b'   3736873967898697728',142.73408,8.5660368
12961,b'   3736874517654511616',142.63998,8.3741677
12962,b'   3736887162038231040',142.33522,8.3314957
12963,b'   3736920147387064320',141.83374,8.9935625
12964,b'   3736941312985899008',141.64513,8.4636125
12965,b'   3736963578096361472',141.85417,10.675492
12966,b'   3736969350532407296',141.44866,10.118825
12967,b'   3737007283683565568',142.71359,10.59603
12968,b'   3737007558561472512',142.82647,10.650113
12969,b'   3737018828555657216',142.9279,10.41184
12970,b'   3737994370197069824',150.20847,50.800967
12971,b'   3737998493365673984',150.33558,51.072648
12972,b'   3738000967266836480',148.76423,50.195336
12973,b'   3738031478714507264',148.39228,51.01651
12974,b'   3738039725051715584',147.44188,51.037881
12975,b'   3738046322121482240',147.72831,50.648376
12976,b'   3738056492604039168',147.15717,50.665601
12977,b'   3738059516261015552',146.60869,51.686445
12978,b'   3738061715284271104',146.54167,51.210776
12979,b'   3738084805028454400',146.40366,52.169768
12980,b'   3738092226731941888',147.68462,52.263217
12981,b'   3738099648435429376',148.04265,52.719867
12982,b'   3738122463301705728',148.75275,51.889701
12983,b'   3738134557929611264',148.92506,52.202468
12984,b'   3738146102801702912',149.49799,52.390175
12985,b'   3739130165909889024',147.48368,42.967698
12986,b'   3739133464444772352',148.07066,43.289479
12987,b'   3739136213223841792',147.17048,42.769244
12988,b'   3739153530531979264',146.89712,43.45146
12989,b'   3739163701014536192',145.87601,43.88984
12990,b'   3739171397595930624',146.22276,42.507202
12991,b'   3739220875619180544',145.64883,44.151492
12992,b'   3739248913165688832',147.04834,44.185155
12993,b'   3739250837311037440',147.28609,44.457829
12994,b'   3739252211700572160',147.53797,44.323453
12995,b'   3739257709258711040',147.30693,45.01307
12996,b'   3739261282671501312',147.46785,44.771387
12997,b'   3739272827543592960',147.72396,44.656009
12998,b'   3739273377299406848',148.30045,44.074679
12999,b'   3742505666925928448',154.61525,52.845387
13000,b'   3742507591071277056',154.5455,53.065583
13001,b'   3742509790094532608',154.64089,53.314591
13002,b'   3742538652274761728',153.22401,53.522105
13003,b'   3742546073978249216',152.62414,53.641742
13004,b'   3742555144949178368',152.26736,54.079594
13005,b'   3742593902734057472',152.48712,54.767671
13006,b'   3742619741257310208',153.19176,54.52599
13007,b'   3742637333443354624',153.78931,54.768366
13008,b'   3742659873431724032',155.24969,54.847216
13009,b'   3743702210438078464',167.69117,64.19059
13010,b'   3743702760193892352',167.52964,64.127213
13011,b'   3743703035071799296',167.67576,64.089525
13012,b'   3743713480432263168',167.43153,64.860062
13013,b'   3743735470664818688',169.83303,64.907359
13014,b'   3743750314071793664',170.76269,64.997664
13015,b'   3743765707234582528',171.8868,65.097408
13016,b'   3743792095513649152',173.72791,64.790976
13017,b'   3743793195025276928',173.82187,64.349569
13018,b'   3744768461855891456',167.84468,39.856417
13019,b'   3744797873791934464',167.19036,41.131453
13020,b'   3744800897448910848',167.36547,39.761821
13021,b'   3744834707431464960',166.39913,41.947361
13022,b'   3744880337164017664',168.11579,41.465078
13023,b'   3745871821908582400',171.64012,16.26353
13024,b'   3745895736286486528',170.63317,16.361958
13025,b'   3745923498955087872',170.13363,16.590914
13026,b'   3745954010402758656',169.15815,16.917588
13027,b'   3746019156466704384',171.28434,16.940004
13028,b'   3746025478658564096',171.3721,18.230727
13029,b'   3746032350606237696',171.64124,16.931433
13030,b'   3746034824507400192',171.74407,17.667946
13031,b'   3747009541783527424',170.78482,60.12376
13032,b'   3747011740806782976',171.73917,61.282743
13033,b'   3747014489585852416',172.39575,61.372455
13034,b'   3747034005917245440',170.71953,61.252451
13035,b'   3747037029574221824',170.89176,61.418821
13036,b'   3747041977376546816',170.18561,61.404314
13037,b'   3747047474934685696',169.06348,61.634483
13038,b'   3747052972492824576',169.73528,60.377608
13039,b'   3747097227835842560',168.88095,62.513394
13040,b'   3747099701737005056',168.78782,62.232126
13041,b'   3747132961963745280',171.30514,61.700383
13042,b'   3747136810254442496',171.16492,61.964216
13043,b'   3747144781713743872',171.7647,61.821833
13044,b'   3747157426097463296',172.51221,61.722785
13045,b'   3747163748289323008',172.67032,62.426731
13046,b'   3748129119599173632',175.3362,46.538993
13047,b'   3748174199575912448',173.19347,46.942776
13048,b'   3748178872500330496',173.45254,46.54622
13049,b'   3748183820302655488',172.65176,47.03632
13050,b'   3748201962244513792',172.19746,46.445759
13051,b'   3748240445151485952',173.00315,47.813421
13052,b'   3748266283674738688',174.37213,48.747624
13053,b'   3748272880744505344',174.92921,47.578117
13054,b'   3748277553668923392',174.514,48.512662
13055,b'   3748281401959620608',175.09484,47.95228
13056,b'   3748289923174735872',175.48855,48.18351
13057,b'   3750375147094253568',181.36885,46.600584
13058,b'   3750392189524484096',181.25794,47.524456
13059,b'   3750436169989595136',179.38442,47.149082
13060,b'   3750453212419825664',178.52475,46.856444
13061,b'   3750491420448890880',179.6827,47.681824
13062,b'   3750495818495401984',180.60777,48.275362
13063,b'   3750498567274471424',180.28528,48.61909
13064,b'   3750507638245400576',180.57787,47.60034
13065,b'   3750507913123307520',180.36064,48.218216
13066,b'   3750518908239585280',180.66544,48.274134
13067,b'   3750534851158188032',181.76823,47.964122
13068,b'   3753797376196845568',103.05136,16.873627
13069,b'   3753820465941028864',102.84346,16.479416
13070,b'   3753824314231726080',102.57676,16.909491
13071,b'   3753924369789853696',104.42704,17.469963
13072,b'   3754882594089574400',104.29175,16.427855
13073,b'   3754899636519804928',103.41238,16.251925
13074,b'   3754900186275618816',103.44879,16.35223
13075,b'   3754918328217477120',103.28395,16.866889
13076,b'   3754922451386081280',103.19903,16.849111
13077,b'   3754935095769800704',102.941,16.39209
13078,b'   3754935370647707648',102.83856,16.41012
13079,b'   3754936195281428480',103.01171,16.205564
13080,b'   3754942792351195136',102.65604,16.002996
13081,b'   3754944166740729856',102.82238,16.318459
13082,b'   3754947465275613184',102.77865,16.175638
13083,b'   3754949389420961792',102.59248,16.847321
13084,b'   3754955436734914560',102.36778,16.180935
13085,b'   3754964507705843712',102.51577,17.660944
13086,b'   3754974953066307584',102.54194,17.203318
13087,b'   3754992545252352000',102.89271,17.101959
13088,b'   3754993644763979776',103.02871,17.165545
13089,b'   3755020307920953344',103.61114,17.478559
13090,b'   3755021957188395008',103.43627,17.915632
13091,b'   3755027729624440832',103.70139,17.221328
13092,b'   3755036800595369984',104.05639,16.867237
13093,b'   3755049170101182464',104.42704,17.469963
13094,b'   3755051644002344960',104.29157,16.85261
13095,b'   3785278043568840704',129.80548,55.506168
13096,b'   3785284365760700416',129.19713,55.275414
13097,b'   3785299209167675392',128.69771,55.538072
13098,b'   3785303332336279552',127.8481,54.785269
13099,b'   3785333294028136448',126.18892,56.180897
13100,b'   3785333568906043392',126.11899,56.025248
13101,b'   3785352260603715584',126.61221,55.169847
13102,b'   3785359957185110016',126.43899,54.999355
13103,b'   3785372051813015552',126.25814,57.062088
13104,b'   3785400913993244672',127.13024,56.69946
13105,b'   3785435273731612672',128.46175,57.179278
13106,b'   3790917989453373440',194.48949,45.960495
13107,b'   3790923761889419264',195.25561,46.712773
13108,b'   3790957022116159488',193.01431,46.752559
13109,b'   3790957296994066432',193.26348,46.89118
13110,b'   3790957571871973376',193.4409,46.713682
13111,b'   3790973514790576128',193.06321,46.521214
13112,b'   3790974889180110848',193.02441,46.034401
13113,b'   3790990282342899712',191.90947,47.470157
13114,b'   3791011173063827456',192.95265,47.78223
13115,b'   3791018045011501056',193.44863,48.46067
13116,b'   3791023542569639936',193.27006,47.471833
13117,b'   3791033713052196864',193.52996,47.94843
13118,b'   3791037011587080192',193.50672,47.495229
13119,b'   3791040859877777408',194.00048,47.913873
13120,b'   3791044708168474624',194.76744,47.565569
13121,b'   3791047731825451008',194.73769,47.578376
13122,b'   3791055703284752384',195.01957,47.56587
13123,b'   3791061750598705152',195.07707,47.943834
13124,b'   3791063124988239872',194.92423,48.134532
13125,b'   3791079067906842624',195.88944,47.239089
13126,b'   3792033718139461632',201.23392,40.562074
13127,b'   3792050210813878272',201.0416,40.862629
